system:index,mean,value,.geo
00000000000000000093,2.574108976264148,7016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,3.6879766731987518,7017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,1.313674997094827,7018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,3.219821544521683,7019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,5.0274389289424075,7020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,3.0973938364370124,7021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,6.658276242424902,7022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,6.095670786870476,7023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,4.576425086797016,7024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,4.239768382893568,7025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,1.7302664169065536,7026.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,3.7822451911460715,7027.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,3.322175769044808,7028.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,3.0844191195380426,7029.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,5.065346694533185,7030.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,3.5733335511830138,7031.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,1.5705032331005786,7032.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,1.1641365874937586,7033.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,1.87139608091195,7034.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,3.470848625599805,7035.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,2.7530048956994837,7036.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,1.8211419450215678,7037.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
